KO	Pathways	Modules
K06726	ko02010	NA
K11243	ko04011	NA
K11242	ko04011	NA
K11241	ko04011	NA
K11240	ko04011	NA
K11247	ko04144	NA
K02433	ko00970	NA
K11533	ko04931,ko00061	M00083,M00082
K11532	ko00030,ko00010,ko00680,ko00710,ko00051	M00003,M00167,M00165
K11248	ko04144,ko04140	NA
K11538	ko00280	NA
K00762	ko00240	M00051
K00763	ko00760	NA
K00760	ko00230,ko00983	NA
K00761	ko00240	NA
K00766	ko00400	M00023
K00767	ko00760	M00115
K00764	ko00250,ko00230	M00048
K00765	ko00340	M00026
K00768	ko00860	M00122
K00769	ko00230	NA
K19060	NA	M00760
K02050	NA	M00188
K12095	ko05120	M00564
K18603	ko00720	NA
K05256	ko05034,ko04730	NA
K19448	ko05168	NA
K18895	ko02010	NA
K20858	ko04621,ko04020	NA
K20859	ko00440	NA
K00186	ko00280	NA
K00187	ko00280	NA
K00182	ko05224,ko04310,ko04916,ko04150,ko05166,ko05217,ko05205,ko04550,ko05200,ko04390	M00677
K00181	ko04310	NA
K00188	ko00280	NA
K00189	ko00280	NA
K10110	ko02010	M00194
K10111	ko02010	M00207,M00194,M00491,M00200,M00204
K10112	ko02010	M00197,M00196,M00194,M00605,M00606,M00201,M00200,M00207,M00206,M00491,M00602
K12099	ko05120	M00564
K10117	ko02010	M00196
K10118	ko02010	M00196
K10119	ko02010	M00196
K04645	ko05100,ko04144,ko05016,ko04142,ko04961,ko04721	NA
K04644	ko05100,ko04144,ko05016,ko04142,ko04961,ko04721	NA
K04647	ko04727,ko05016	NA
K04646	ko05100,ko04144,ko05016,ko04142,ko04961,ko04721	NA
K04649	ko04120	NA
K18326	ko02020	NA
K18325	NA	M00647
K18324	ko02020	M00646
K18323	ko02020	M00645
K18322	ko02020	M00645
K18321	ko02020	M00645
K15098	ko00902	NA
K15099	ko00902	NA
K15092	ko00902	NA
K15541	ko03015	NA
K15542	ko03015	NA
K15091	ko00902	NA
K15544	ko03015	NA
K15097	ko00902	NA
K15094	ko00902	NA
K15095	ko00902	NA
K00988	ko00230	NA
K00983	ko00520	NA
K00980	ko00564	NA
K00981	ko04070,ko00564	M00093
K18223	ko00640	NA
K18221	ko00253	NA
K18226	ko00640	NA
K18227	ko00622	M00539
K18224	ko00640	NA
K18225	ko00640	NA
K15892	ko00900	NA
K15893	ko00630,ko00260	M00532
K15890	ko00900,ko00981	NA
K15891	ko00900,ko00909	NA
K15896	ko00520	NA
K15897	ko00520	NA
K15894	ko00520	NA
K15895	ko00520	NA
K15898	ko00520	NA
K15899	ko00520	NA
K21095	ko04062,ko04060	NA
K21094	ko04062,ko04060	NA
K21097	ko04062,ko04060	NA
K21096	ko04062,ko04060	NA
K21090	ko02026	NA
K21093	ko04062,ko04060	NA
K21092	ko04062,ko04060	NA
K19447	ko05168	NA
K21099	ko04530	NA
K21098	ko04530,ko04390	NA
K19264	ko05168	NA
K14307	ko03013	M00427
K14306	ko03013	M00427
K01585	ko00330	M00133
K01584	ko00330	M00133
K01587	ko00230	M00048
K01586	ko00300	M00526,M00016,M00527,M00525
K13498	ko00400	M00023
K01580	ko00650,ko00410,ko02024,ko00250,ko04940,ko04727,ko00430	M00027
K01583	ko00330	M00133
K01582	ko00310,ko00960	NA
K13494	ko00908	NA
K13495	ko00908	NA
K13497	ko00400	M00023
K01589	ko00230	M00048
K01588	ko00230	M00048
K13492	ko00908	NA
K13493	ko00908	NA
K09354	ko04550	NA
K09355	ko05202	NA
K09358	ko04113	NA
K09359	ko04113	NA
K15592	ko05202	NA
K07899	ko05162	NA
K08340	ko04138	NA
K08341	ko04068,ko04140,ko04727,ko04139,ko04138,ko04371,ko04621,ko04137,ko04136,ko04212	NA
K08342	ko04136,ko04140,ko04138	NA
K08343	ko04136,ko04140,ko04138	NA
K02728	ko03050	M00337,M00340
K02729	ko03050	M00337,M00340
K14941	ko00680	M00378
K14940	ko00680	NA
K02724	ko00195	NA
K02725	ko03050	M00337,M00340
K02726	ko03050	M00337,M00340
K02727	ko03050	M00337,M00340
K02720	ko00195	NA
K02721	ko00195	NA
K02722	ko00195	NA
K02723	ko00195	NA
K03989	ko05150,ko05322,ko04610,ko05133	NA
K03988	ko05020,ko05150,ko05322,ko05133,ko05142,ko04610	NA
K03987	ko05020,ko05150,ko05322,ko05133,ko05142,ko04610	NA
K03986	ko05020,ko05150,ko05322,ko05133,ko05142,ko04610	NA
K03985	ko05205,ko04610	NA
K03456	ko04261,ko04071,ko05142,ko04152,ko04151,ko04530,ko04113,ko04350,ko04111,ko04728,ko05160,ko04114,ko04391,ko04390,ko03015,ko04730	NA
K03983	ko04610	NA
K03982	ko04933,ko05142,ko04371,ko04066,ko04115,ko04610,ko04390	NA
K19440	ko05168	NA
K05405	ko05020,ko05323,ko05142,ko05321,ko05146,ko05144,ko04060,ko04066,ko04068,ko04630,ko04657,ko04672,ko04659,ko05410,ko05143,ko04931,ko04933,ko04932,ko05134,ko05332,ko05132,ko05133,ko05152,ko04640,ko04668,ko04151,ko05164,ko05166,ko05161,ko05162,ko04621,ko04620,ko04623,ko05200,ko05168,ko05202	NA
K01639	ko00520	NA
K01638	ko00630,ko00620	M00012
K01637	ko00630	M00012
K01635	ko02024,ko00052	NA
K01634	ko04071,ko00600	M00100
K01633	ko00790	M00126
K01631	ko00052	M00552
K01630	ko00053	NA
K02615	ko00360	NA
K02588	ko00625,ko00910	M00175
K02858	ko00740	M00125
K14051	ko02024,ko02026	NA
K02580	ko05120,ko04210,ko05142,ko05321,ko05140,ko05146,ko05145,ko04062,ko04066,ko04064,ko04380,ko05418,ko04657,ko04658,ko04659,ko04024,ko04931,ko04933,ko04932,ko05215,ko05212,ko05160,ko05030,ko05132,ko05134,ko04917,ko05133,ko05131,ko04071,ko04014,ko04010,ko04211,ko05152,ko05206,ko05222,ko04668,ko05220,ko05221,ko05169,ko05168,ko04660,ko04151,ko04662,ko05164,ko04920,ko05166,ko05161,ko05202,ko05162,ko04621,ko04620,ko04623,ko04622,ko05200,ko04624,ko04722,ko05203	M00686
K02581	ko05164,ko04658,ko04659,ko05140,ko04660,ko05131,ko04662,ko04062,ko04920,ko05145,ko05162,ko04621,ko04623,ko04622,ko05169,ko05168,ko04722	NA
K02850	ko00540	M00080
K02583	ko05202,ko04015,ko04014,ko04060,ko04151,ko04215,ko04722	NA
K02584	ko02020	NA
K02586	ko00625,ko00910	M00175
K03679	ko03018	M00391,M00390
K18911	ko00340	NA
K18912	ko00340	NA
K18913	ko00340	NA
K03671	ko04621,ko05418	NA
K03673	NA	M00728
K06001	ko00400,ko00260	M00023
K06002	ko04974	NA
K06009	ko04011	NA
K10418	ko04962	NA
K11040	ko05150	NA
K17794	ko04212	NA
K04247	ko04913,ko04080,ko04024	NA
K05409	ko04620,ko05161,ko05133,ko04064	NA
K20075	ko00404	M00805
K20076	ko00404	M00805
K20077	ko00404	M00805
K20078	ko00404	M00805
K20079	ko00404	M00805
K04246	ko04915	NA
K03186	ko00940,ko00130	M00117
K03185	ko00130	M00117
K03184	ko00130	M00117
K03183	ko00130	M00117,M00116
K03182	ko00130	M00117
K03181	ko00130	M00117
K04241	ko04080	NA
K20118	ko02060,ko00010,ko00520	M00809
K12459	ko04722	NA
K12458	ko04722	NA
K20113	ko02060	M00807
K12456	ko04120,ko04110,ko04914,ko04114	M00389
K12455	ko00520	NA
K12454	ko00520	NA
K20117	ko02060,ko00010,ko00520	M00809
K20116	ko02060,ko00010,ko00520	M00809
K12451	ko00523,ko00520	NA
K12450	ko00520	NA
K07359	ko05034,ko04140,ko04152,ko04920,ko04921,ko04211	NA
K07606	ko05206,ko05169	NA
K07607	ko05014	NA
K07601	ko05412	NA
K07603	ko04974	NA
K16513	ko04713	NA
K16510	ko04668,ko04010	NA
K17902	ko04919,ko04931	NA
K16514	ko00362	NA
K16515	ko00362	NA
K06914	ko00680	NA
K06912	ko00361	NA
K02250	ko02024	NA
K12134	ko04712	NA
K21301	NA	M00823,M00780
K02251	ko02024	NA
K05717	ko05222,ko05100,ko04510,ko05146,ko04810,ko04512,ko04933,ko04151,ko05205,ko05200	NA
K15159	ko04919	NA
K03373	ko00604	NA
K15156	ko04919	NA
K21248	ko04140	NA
K21249	ko04140	NA
K05933	ko00270	M00368
K05934	ko00860	NA
K05936	ko00860	NA
K05939	ko00564,ko00071	NA
K21245	ko04140	NA
K21246	ko04140	NA
K21247	ko04140	NA
K05612	ko04724,ko04974	NA
K00374	ko02020,ko00910	M00530,M00529
K00376	ko00910	M00529
K00371	ko02020,ko00910	M00530,M00529,M00804
K00370	ko02020,ko00910	M00530,M00529,M00804
K00373	ko02020	NA
K00372	ko00910	M00531
K01358	ko04112,ko04212	NA
K02922	ko03010	M00179,M00177
K04188	ko04062,ko04060	NA
K04189	ko04062,ko04144,ko04670,ko04672,ko04060,ko04360,ko05200	NA
K17961	ko00904	NA
K04182	ko04062,ko04060,ko05202	NA
K04183	ko04062,ko04060,ko05203	NA
K01352	ko04080	NA
K04181	ko04062,ko04060	NA
K01354	ko05143,ko05142	NA
K05600	ko00627	M00637
K04184	ko04672,ko04062,ko04060	NA
K01357	ko05224,ko04310,ko04916,ko04150,ko05166,ko05217,ko05205,ko04550,ko05200,ko04390	M00677
K05857	ko04070,ko04919,ko00562,ko04933,ko04020	M00130
K05856	ko04650,ko05340,ko04658,ko04659,ko04660,ko05166,ko04064,ko04380	NA
K05855	ko04650,ko04664,ko05152,ko04666,ko04151,ko04662,ko04072,ko04064,ko04380,ko05169,ko04611,ko05203	NA
K02921	ko03010	M00179,M00177
K05853	ko05010,ko04972,ko04022,ko04020	NA
K05852	ko04919,ko05414,ko04024,ko04022,ko04020,ko04261	NA
K05851	ko02026,ko05111,ko00230	NA
K05850	ko04970,ko04972,ko04024,ko04022,ko04020,ko04261	NA
K02926	ko03010	M00178
K05859	ko05120,ko00562,ko04066,ko04064,ko04380,ko04650,ko04670,ko04750,ko04020,ko04360,ko04933,ko05214,ko04611,ko04919,ko05110,ko05169,ko04070,ko04072,ko04012,ko05223,ko04664,ko04666,ko04014,ko04662,ko04370,ko05205,ko05206,ko05200,ko04722	M00130
K05858	ko00562,ko05010,ko05143,ko05142,ko05146,ko04961,ko04062,ko04972,ko04022,ko04020,ko04261,ko04724,ko04933,ko04540,ko04713,ko04611,ko04730,ko04971,ko04970,ko04919,ko04918,ko04924,ko05016,ko04912,ko04911,ko04916,ko04915,ko04070,ko04071,ko04072,ko04015,ko04310,ko05200,ko04745,ko04922,ko04921,ko04728,ko04371,ko04925,ko04621,ko04725,ko04726,ko04720,ko04750,ko04270,ko04723	M00130
K02924	ko03010	M00179,M00177
K02925	ko03010	M00177
K04558	ko05012	NA
K03372	ko00604	NA
K00511	ko00100,ko00909	NA
K00510	ko05418,ko00860,ko04978,ko04066,ko05206,ko04216	NA
K00513	ko00140,ko04925	M00108,M00109
K00512	ko00140,ko04913,ko04917	M00109,M00110
K00515	ko00830	NA
K00514	ko00906	M00097
K00517	ko00624,ko00627,ko00363,ko00945,ko00903	NA
K09291	ko03013,ko05216,ko05200	M00427
K05427	ko04650,ko04640,ko04668,ko04630,ko04657,ko05323,ko04664,ko05132,ko04660,ko05146,ko04060,ko05202,ko05166	NA
K09293	ko05216,ko04918,ko05200,ko05202	NA
K09292	ko05216,ko05200	NA
K09295	ko05205,ko05206	NA
K09299	ko05206	NA
K05973	ko00650	NA
K08863	ko04068	NA
K05581	ko00190	M00145
K05580	ko00190	M00145
K05583	ko00190	M00145
K05582	ko00190	M00145
K05585	ko00190	M00145
K05584	ko00190	M00145
K05587	ko00190	NA
K05586	ko00190	NA
K05588	ko00190	NA
K14208	ko04974	NA
K14209	ko04138	NA
K14200	ko05150	NA
K14201	ko05150	NA
K14202	ko05150	NA
K03153	ko00730	NA
K14204	ko05150	NA
K14205	ko05150,ko02020	M00726
K14206	ko04974	NA
K14207	ko04724,ko04727,ko04974	NA
K04322	ko04080,ko04020	NA
K05203	ko04724,ko04080	NA
K02056	NA	M00221
K04267	ko04080,ko04015,ko05034,ko04270,ko04020	NA
K04323	ko04080,ko04020	NA
K01562	ko04919	NA
K04265	ko05032,ko04923,ko04024,ko04022,ko04071,ko04924,ko04080	NA
K11691	ko02020	M00489
K19818	ko00760	M00810
K04264	ko04080,ko04611,ko04020	NA
K02057	NA	M00221
K01134	ko00600,ko04142	NA
K01135	ko00531,ko04142	M00076,M00077
K01136	ko00531,ko04142	M00078,M00076
K01137	ko00531,ko04142	M00078,M00079
K01130	ko00140,ko00600	NA
K01131	ko00140	NA
K01132	ko00531,ko04142	M00079,M00077
K04453	ko05222,ko05200,ko05202,ko04010	NA
K04458	ko04010	NA
K01139	ko00230	NA
K04328	ko04024	NA
K02113	ko00195,ko00190	M00157
K02112	ko00195,ko00190	M00157
K02111	ko00195,ko00190	M00157
K02110	ko00195,ko00190	M00157
K02117	ko00190	M00159
K02115	ko00195,ko00190	M00157
K02114	ko00195,ko00190	M00157
K20682	ko00523	NA
K02119	ko00190	M00159
K02118	ko00190	M00159
K05028	ko04972,ko04924	NA
K19772	ko04212	NA
K19725	NA	M00785
K01740	ko00270	NA
K04511	ko04310	NA
K19816	ko04011	NA
K04510	ko04310	NA
K07428	ko04726	NA
K02055	ko02024	M00193
K03868	ko04310,ko03420,ko04141,ko04350,ko04111,ko04110,ko04066,ko04114,ko04710,ko04120,ko05200,ko05211,ko04341	M00382,M00383,M00380,M00381,M00386,M00384,M00379,M00411,M00385,M00407,M00387
K03869	ko04120,ko04340,ko04341	M00384
K11817	ko00380	NA
K01032	ko00362	NA
K03860	ko00563	NA
K03861	ko00563	NA
K03862	ko00627	NA
K03863	ko00627	NA
K11812	ko00966,ko00380	M00370
K11541	ko00250,ko00240	M00051
K04519	ko05020,ko05323,ko05142,ko05321,ko05140,ko05146,ko05144,ko04060,ko04064,ko04940,ko04380,ko05418,ko04657,ko04659,ko04750,ko05143,ko04933,ko04932,ko05134,ko05010,ko05332,ko05132,ko05133,ko04010,ko05152,ko04640,ko04668,ko05164,ko05162,ko04621,ko04620,ko04623,ko05168	NA
K02035	ko02024	M00239
K07130	ko00630,ko00380	M00038
K13263	ko00943	NA
K13262	ko00943	NA
K13261	ko00943	NA
K13260	ko00943	NA
K13267	ko00943	NA
K13266	ko00943	NA
K13265	ko00943	NA
K13264	ko00943,ko00944	NA
K16268	ko00625,ko00361,ko00362,ko00623	M00547
K13269	ko00944	NA
K07425	ko00830,ko00590,ko04750,ko00071,ko03320,ko04270	NA
K06504	ko04662	NA
K10365	ko04144	NA
K06505	ko05152,ko05168,ko04612	NA
K10364	ko04144	NA
K06506	ko05340,ko04662	NA
K12534	NA	M00327
K06507	ko04662	NA
K05156	ko04060	NA
K06053	ko04658,ko04330,ko05169,ko05203	M00682
K03240	ko03013	NA
K03241	ko03013	NA
K03242	ko03013	NA
K03243	ko03013	NA
K03245	ko03013	NA
K03246	ko03013	NA
K03247	ko03013,ko05162	NA
K03248	ko03013	NA
K03249	ko03013	NA
K06503	ko04144,ko04145,ko04640,ko04066,ko04216	NA
K10630	ko04621	NA
K10632	ko04014	NA
K12200	ko04144	NA
K18876	ko04626	NA
K16185	ko04140,ko04150	NA
K16184	ko04211,ko04213,ko04140,ko04152,ko04150	NA
K16186	ko04140,ko04150	NA
K16181	ko00300	NA
K16180	ko00300	NA
K19723	NA	M00785
K16182	ko00300	NA
K16189	ko04075	NA
K13915	ko04970	NA
K13914	ko04970	NA
K13917	ko03015	NA
K13916	ko04621,ko04970,ko05152	NA
K13911	ko04970	NA
K13910	ko04970	NA
K19528	ko03440	NA
K13912	ko04970	NA
K19524	ko04922,ko04920,ko03320,ko00071,ko04152	NA
K13919	ko00640	NA
K19523	ko03320,ko00071,ko04922,ko04920,ko04931,ko04152	NA
K19520	ko05219	NA
K14432	ko04075	NA
K06742	ko04650	NA
K06215	ko00750	NA
K09936	ko02024	NA
K06741	ko04650	NA
K06210	ko00760	M00115
K06211	ko00760	NA
K06744	ko04514,ko04660	NA
K06745	ko04514	NA
K17589	ko04211,ko04140	NA
K13306	ko00523	NA
K11519	ko04141,ko05014	M00403
K11518	ko05014	NA
K11517	ko00630,ko04146	M00532
K11511	ko03460	NA
K08533	ko04710	NA
K17906	ko04136,ko04140,ko04138	NA
K00748	ko00540	M00060
K08180	ko05230	NA
K00744	ko00510	M00075
K00746	ko00532	M00058
K00747	ko00532	M00058
K00741	ko00601,ko00533	NA
K00742	ko00601	NA
K00743	ko00601	NA
K01869	ko00970	M00360,M00359
K05816	ko02010	M00198
K08535	ko04931	NA
K08534	ko04659,ko05321,ko04710	NA
K18697	ko00564	NA
K18696	ko00564	NA
K18695	ko05231,ko00564	NA
K18694	ko00564	NA
K18693	ko00564,ko00561	NA
K18690	ko00900	NA
K15041	ko05012,ko05016,ko04022,ko04020,ko05166,ko05161,ko04621,ko04216,ko05203	NA
K15040	ko05012,ko05016,ko04022,ko04020,ko05166,ko04621,ko04216	NA
K17534	NA	M00689,M00688
K16678	ko04214,ko04391,ko04013	NA
K10170	ko04620	NA
K10176	ko04013	NA
K10177	ko04550	NA
K18349	ko02020	M00657,M00652
K18348	ko02020	M00652
K04668	ko04350	NA
K01839	ko00030,ko00230	NA
K01838	ko00500	NA
K01835	ko00500,ko00520,ko00521,ko00030,ko00052,ko00230,ko00010	M00549
K01834	ko04922,ko05230,ko00010,ko00680,ko00260	M00001,M00003,M00002
K01837	ko00010,ko00260	NA
K01836	ko00520	NA
K01831	ko00590	NA
K01830	ko00590	NA
K01833	ko00480	NA
K01832	ko00590,ko04611	NA
K10921	ko05111	NA
K18209	ko00720	M00620
K05423	ko04640,ko04630,ko04657,ko04151,ko05144,ko04060	NA
K18207	ko00515	NA
K18201	ko00310	NA
K18202	ko00310	NA
K20458	ko00362,ko00627	NA
K20459	ko02010	M00813
K02631	ko00196	NA
K05426	ko04630,ko05323,ko04659,ko05321,ko05133,ko04060,ko05152	NA
K18878	ko04626	NA
K19976	ko02010	M00792
K05138	ko04060,ko04630	NA
K05139	ko04060,ko04630	NA
K08328	ko04744	NA
K08329	ko04138	NA
K08322	ko00040	NA
K08323	ko00040	M00061
K14699	ko02010	NA
K14698	ko02010	NA
K05134	ko05152,ko04060,ko05169,ko05145,ko04630	NA
K05135	ko05152,ko04060,ko05169,ko05145,ko04630	NA
K08324	ko00250,ko00760,ko00650	NA
K08325	ko00640	NA
K05258	ko04911	NA
K01659	ko00640	NA
K01658	ko02025,ko00400,ko00405,ko02024	M00023
K05424	ko04630,ko04152,ko04080,ko04920,ko04060,ko04932	NA
K01653	ko00660,ko00770,ko00650,ko00290	M00019,M00570
K01652	ko00660,ko00770,ko00650,ko00290	M00019,M00570
K01655	ko00620,ko00300	M00433,M00030
K01654	ko00520	NA
K01657	ko02025,ko00400,ko00405,ko02024	M00023
K01656	ko00400	M00023
K02874	ko03010	M00179,M00178
K02875	ko03010	M00179,M00177
K02876	ko03010	M00179,M00178
K02877	ko03010	M00179,M00177
K02870	ko03010	M00177
K02871	ko03010	M00179,M00178
K02872	ko03010	M00177
K02873	ko03010	M00179,M00177
K02878	ko03010	M00178
K02879	ko03010	M00178
K05425	ko05140,ko04940,ko04630,ko05164,ko04658,ko05142,ko05321,ko05162,ko05133,ko05146,ko05168,ko05330,ko04060,ko05145,ko05205,ko04620,ko04622,ko05152,ko05134,ko05143	NA
K14078	ko04978,ko04972	NA
K14077	ko04972	NA
K14076	ko00561	M00098
K14075	ko04972,ko04975,ko00561	M00098
K14074	ko04972,ko04975,ko00561	M00098
K14073	ko04972,ko04975,ko04977,ko00561	M00098
K18978	ko00030,ko00010	M00308,M00633
K18974	ko00790	M00126
K05422	ko04060,ko04630	NA
K06027	ko04727,ko04962,ko04138,ko04721	NA
K15009	ko04724	NA
K05005	ko04725,ko04921	NA
K03523	ko02010	M00581,M00582
K03476	ko00053	M00550
K03475	ko02060,ko00053	M00283,M00550
K03474	ko00750	M00124
K03473	ko00750	M00124
K03472	ko00750	M00124
K03471	ko03030	NA
K03470	ko03030	NA
K03479	ko00512	NA
K05420	ko04060,ko04630	NA
K02306	ko04391,ko04310	NA
K02307	ko04111	NA
K02304	ko00860	M00121
K02305	ko00910	M00529
K02302	ko00860	M00121
K02303	ko00860	M00121
K02300	ko00190	M00417
K02301	ko00860,ko00190	NA
K20094	ko04215	NA
K18810	NA	M00692
K20090	ko02024,ko00404	M00808
K02309	ko04113,ko04111	NA
K12457	ko04722,ko04010	NA
K05421	ko04060	NA
K03652	ko03410	NA
K03651	ko02025,ko00230	NA
K03657	ko03430,ko03420	NA
K03655	ko03440	NA
K03654	ko03018	NA
K18813	NA	M00692
K06689	ko04624,ko04120,ko04141,ko04013	NA
K06688	ko04120	NA
K06687	ko04111	NA
K06686	ko04111	NA
K06685	ko04111,ko04391,ko04390,ko04392	M00683
K06684	ko04111,ko04392	NA
K06683	ko04113,ko04111,ko04392	NA
K06682	ko04111	NA
K06681	ko04111	NA
K06680	ko04111	NA
K19717	ko04139	NA
K01300	ko04972,ko04610,ko04974	NA
K07378	ko04514	NA
K07379	ko04514	NA
K14203	ko05150	NA
K07370	ko05340,ko04664,ko04662,ko04064,ko04380,ko04611	NA
K07371	ko05340,ko04380,ko04662,ko04064	NA
K07372	ko04540,ko05412	NA
K07373	ko04540	NA
K07374	ko04210,ko04145,ko04540,ko05130,ko04530	NA
K07375	ko04540,ko04145,ko05130	NA
K07376	ko04970,ko04740,ko04022,ko04923,ko04540,ko04713,ko04611,ko04270,ko04730	M00694
K07377	ko04514	NA
K20258	ko02025,ko02024	NA
K06979	NA	M00760
K18594	ko00720	NA
K18590	ko00790,ko00670	NA
K18591	ko00790,ko00670	NA
K18592	ko00480,ko00590,ko00430,ko00460	NA
K18593	ko00720	NA
K01314	ko04610	NA
K01315	ko05150,ko04080,ko04610,ko05164	NA
K19585	NA	M00767
K19587	NA	M00767
K08601	ko04380,ko04622,ko04013	NA
K01312	ko04080,ko04972,ko04974,ko05164	NA
K04141	ko04970,ko04923,ko04144,ko05414,ko04024,ko04022,ko04020,ko04261,ko04080,ko04924,ko04540	NA
K17390	ko05206	NA
K08604	ko05110,ko05111	NA
K21222	NA	M00831
K21223	NA	M00831
K21220	ko00730	NA
K07889	ko04144,ko04145,ko05152,ko04962,ko05146,ko04014	NA
K21227	NA	M00832
K11160	ko04975,ko00561	M00089
K21225	NA	M00831
K07882	ko04911,ko04721	NA
K21228	NA	M00832
K07881	ko04152	NA
K07886	ko04972	NA
K07887	ko05014,ko04144,ko04145,ko05152,ko04962,ko05146,ko04014	NA
K07884	ko04972	NA
K00357	ko00790	NA
K00356	ko00190	NA
K00355	ko00130,ko05418	NA
K04761	ko02026	NA
K05957	ko00521	NA
K05954	ko00900	NA
K05955	ko00900	NA
K00689	ko00500,ko02020	NA
K00688	ko00500,ko04922,ko02026,ko04931,ko04910	NA
K06275	ko04510	NA
K00681	ko00480,ko00460,ko00430	NA
K11023	ko05133	M00574
K00682	ko00480	NA
K00687	ko00550	NA
K11022	ko05134	NA
K09101	ko04919,ko05224	NA
K09105	ko04137,ko05202	NA
K09109	ko05202	NA
K09108	ko05205	NA
K05831	ko00220,ko00300	M00031,M00763
K08510	ko04130	NA
K08513	ko04130	NA
K08512	ko04140,ko04130,ko04611	NA
K08515	ko04130	NA
K08514	ko04130	NA
K08517	ko04145,ko05134,ko04130	NA
K08516	ko04130,ko04138	NA
K07901	ko04144,ko04530,ko04972,ko04152	NA
K00531	ko00625,ko00910	M00175
K07900	ko05162	NA
K08367	ko05220,ko05221,ko04659,ko04530,ko05200,ko05202	NA
K04638	ko05016	NA
K07673	ko02020	M00471
K07672	ko02020	M00463
K17754	ko00930	NA
K14263	ko00630,ko00380	M00038
K14260	ko00250,ko00220,ko00290	NA
K19341	ko02010	M00762
K14266	ko00404	M00790,M00789
K14267	ko00300	M00016
K14264	ko00380	NA
K14265	ko00380	NA
K14268	ko00250,ko00310,ko00650	NA
K19349	ko02010	NA
K01332	ko05150,ko05322,ko04610,ko05133	NA
K01333	ko05150,ko04610	NA
K01330	ko05150,ko04145,ko04610,ko05133,ko05322	NA
K01331	ko05150,ko05322,ko04610,ko05133	NA
K01336	ko04138	NA
K01334	ko05150,ko04610	NA
K01335	ko05150,ko04610	NA
K08866	ko04111,ko04110	NA
K01338	ko04112	NA
K02683	ko03030	NA
K02686	ko03440	NA
K02685	ko00240,ko03030,ko00230	M00261
K02684	ko00240,ko03030,ko00230	M00261
K02689	ko00195	M00163
K05672	ko02010	NA
K00825	ko00310,ko00380,ko00300	M00030,M00032
K00824	ko00360,ko00310,ko00472,ko00473,ko00330	NA
K00827	ko00250,ko00270,ko00260,ko00280	NA
K00826	ko00270,ko00770,ko00290,ko00280	M00036,M00019,M00570,M00119
K00821	ko00220,ko00300	M00028,M00016
K00820	ko00250,ko00520,ko04931	NA
K00823	ko00250,ko00650,ko00410,ko00640	M00027
K00822	ko00280,ko00410,ko00640	NA
K17751	ko04261,ko04260,ko05416	NA
K04303	ko04614,ko04080	NA
K01488	ko05340,ko00230	NA
K01489	ko00240,ko00983	NA
K04306	ko04080	NA
K04307	ko04080	NA
K01484	ko00330	NA
K01485	ko00240,ko00330	NA
K01486	ko00230	NA
K01487	ko00230	NA
K01480	ko00330	M00133
K01483	ko00230	NA
K14486	ko04075	NA
K05399	ko04620,ko05152,ko05132,ko04064	NA
K19964	ko00230	NA
K19965	ko00790	NA
K14482	ko00643	NA
K19963	ko00930	NA
K19960	ko00930	NA
K14481	ko00643	NA
K05307	ko00730	NA
K05306	ko00440	NA
K05305	ko00520,ko00051	NA
K05304	ko00520	NA
K02463	ko05111	M00331
K02462	ko03070,ko05111	M00331
K05301	ko00920	NA
K19969	ko00525	M00814,M00815
K21143	ko04138	NA
K16689	ko04391,ko04630	NA
K08968	ko00270	NA
K21141	ko04138	NA
K03076	ko03070,ko03060,ko02024	M00335
K13061	ko02025,ko02024,ko00270,ko02020	NA
K13060	ko02025,ko02024,ko00270	NA
K13063	ko02024,ko00405	M00835
K13062	ko02024,ko00270	NA
K13065	ko00940,ko00941,ko00945	M00039
K13064	ko00360,ko00940	M00350,M00039
K13067	ko00940	NA
K13066	ko00940	M00039
K13068	ko00940	NA
K19460	ko05169	NA
K11202	NA	M00306
K16682	ko04391,ko04390,ko04392	NA
K11201	NA	M00306
K16683	ko04391,ko04392	M00683
K21144	ko04138	NA
K08966	ko00270	M00034
K08967	ko00270	M00034
K16686	ko04214,ko04391,ko04390,ko04392	M00683
K04490	ko05224,ko04310,ko05221,ko05213,ko04916,ko05412,ko05217,ko05216,ko05215,ko05200,ko04390,ko04520,ko05210	M00677
K17800	ko04139	NA
K04491	ko05224,ko04310,ko05221,ko05213,ko04916,ko05412,ko05217,ko05216,ko05215,ko05200,ko04390,ko04520,ko05210	M00677
K11239	ko04011	NA
K16685	ko04391,ko04390,ko04392	M00683
K04492	ko05224,ko04310,ko05221,ko05213,ko04916,ko05412,ko05217,ko05216,ko05215,ko05200,ko04390,ko04520,ko05210	M00677
K04539	ko05034,ko05032,ko04151,ko04062,ko04014,ko04728,ko04371,ko04724,ko04725,ko04726,ko04727,ko05200,ko04713,ko04723	NA
K04493	ko04310	NA
K13289	ko04614,ko04142	NA
K13288	ko03008	NA
K13285	ko05100,ko05132,ko05131	NA
K04494	ko04310	NA
K13287	ko05100,ko05132,ko05131	NA
K13286	ko05100,ko05132,ko05131	NA
K13280	ko03060	NA
K04495	ko04310	NA
K00726	ko00513,ko00510	NA
K04496	ko04330,ko05200,ko04310,ko05220	NA
K00055	ko00360,ko00350,ko00623,ko00622	M00538,M00537
K04497	ko04330,ko04013,ko04310	NA
K02409	ko02040	NA
K00057	ko00564	NA
K02408	ko02040	NA
K00050	ko00630,ko00260	NA
