KO	Pathways	Modules
K17222	ko00920	M00595
K04814	ko04080	NA
K04815	ko04080,ko04725	NA
K04816	ko04080	NA
K04817	ko04080	NA
K04810	ko04080	NA
K04811	ko04080	NA
K04812	ko04080	NA
K04813	ko04080,ko05033,ko04725	NA
K06655	ko04111,ko04138	NA
K04818	ko04080	NA
K04819	ko04742,ko04726	NA
K13810	ko00030,ko00500,ko00010,ko00520	M00001,M00114,M00004,M00007
K14488	ko04075	NA
K13811	ko00450,ko00261,ko00230,ko00920	M00176
K11603	ko02010,ko02020	M00316
K11602	ko02010,ko02020	M00316
K11601	ko02010,ko02020	M00316
K11600	ko03018	M00391,M00390
K16651	ko00860	NA
K11606	ko02010	M00317
K11605	ko02010	M00317
K11604	ko02010	M00317
K10558	ko02010,ko02024	M00219
K10559	ko02010	M00220
K04000	ko05322,ko04610,ko05146,ko05020	NA
K14489	ko04075	NA
K14487	ko04075	NA
K10550	ko02010	M00217
K10551	ko02010	M00217
K10552	ko02010	M00218
K10553	ko02010	M00218
K10554	ko02010	M00218
K10555	ko02010,ko02024	M00219
K10556	ko02010,ko02024	M00219
K10557	ko02010,ko02024	M00219
K03051	ko03020,ko00240,ko00230	M00184
K12778	ko04113	NA
K14485	ko04075	NA
K19444	ko05168	NA
K12772	ko04113	NA
K19962	ko00930	NA
K12770	ko04113	NA
K12771	ko04113	NA
K12776	ko04113	NA
K12777	ko04113	NA
K12774	ko04113	NA
K12775	ko04113	NA
K07549	ko00623	M00418
K07548	ko00623	M00418
K05309	ko00590	NA
K07543	ko00623	M00418
K07542	ko00563	M00065
K07541	ko00563	NA
K05308	ko00030,ko00052	M00308,M00309,M00633
K07547	ko00623	M00418
K07546	ko00623	M00418
K07545	ko00623	M00418
K07544	ko00623	M00418
K12128	ko04712	NA
K19442	ko05168	NA
K02465	ko03070	M00331
K18491	ko04550	NA
K18493	ko04550	NA
K02464	ko03070	M00331
K18495	ko04216	NA
K18494	ko00310	NA
K18497	ko05224,ko04810,ko04014,ko04015,ko04151,ko04010,ko05218,ko05205,ko04550,ko05200	NA
K18496	ko05224,ko04810,ko04014,ko04015,ko04151,ko04010,ko05218,ko05200,ko04390	NA
K18499	ko04550	NA
K18498	ko04550,ko04010	NA
K02461	ko03070,ko05111	M00331
K02460	ko03070,ko05111	M00331
K08645	ko04621	NA
K08641	ko02020	M00651
K08642	ko02024	NA
K06666	ko04111,ko04011	NA
K01165	ko04621,ko05164,ko05160,ko05168	NA
K21103	ko00405	M00835
K21100	ko04657	NA
K21109	ko04530	NA
K21108	ko04530	NA
K14688	ko04978	NA
K19010	ko00909	NA
K19011	ko00909	NA
K00018	ko00630,ko00680,ko00260	M00346
K00019	ko00650,ko00072	M00088
K10732	NA	M00286
K10733	NA	M00286
K00010	ko00521,ko00562	NA
K00011	ko00040,ko00561,ko00052,ko00051	NA
K00012	ko00040,ko00520,ko00053	M00361,M00362,M00014,M00129
K00013	ko00340	M00026
K00014	ko00400	M00022
K00015	ko00630	NA
K00016	ko04922,ko00010,ko00620,ko00270,ko00640	NA
K09063	ko04550,ko05202,ko05166	NA
K09065	ko00220	NA
K09069	ko05205	NA
K12493	ko04144	NA
K12492	ko04144	NA
K12491	ko04144	NA
K00274	ko00950,ko05031,ko00982,ko05030,ko00260,ko00360,ko04726,ko05034,ko04728,ko00340,ko00330,ko00350,ko00380	M00135
K00275	ko00750	M00124
K00276	ko00950,ko00410,ko00960,ko00350,ko00360,ko00260	NA
K12490	ko04144,ko04024,ko04015	NA
K00270	ko00360,ko00400,ko00350	NA
K00271	ko00280	NA
K00272	ko00250,ko04146	NA
K00273	ko00311,ko00472,ko04146,ko00260,ko00330	NA
K12497	ko05161,ko05203	NA
K19177	ko00900	NA
K00278	ko00250,ko00760	M00115
K00279	ko00908	NA
K06788	ko05416	NA
K12496	ko05166,ko05161,ko05203	NA
K12495	ko04144	NA
K06809	ko04514	NA
K15818	ko00909	NA
K15819	ko00909	NA
K15812	ko00909	NA
K15813	ko00909	NA
K15810	ko00909	NA
K15811	ko00909	NA
K15816	ko00909	NA
K15817	ko00909	NA
K15814	ko00909	NA
K15815	ko00909	NA
K18649	ko04070,ko00340,ko00562,ko00053	M00114,M00131,M00026
K01275	ko04210,ko04142	NA
K01270	ko00480	NA
K16370	ko00030,ko00010,ko00680,ko00052,ko00051	M00001,M00345
K01279	ko04142	NA
K01278	ko04974	NA
K05196	ko04080	NA
K05197	ko05033,ko05014,ko05031,ko04024,ko04080,ko04728,ko04724,ko04713,ko04723,ko04720,ko04730	NA
K05194	ko04080	NA
K11411	ko04213,ko05031,ko04152,ko04922,ko04211,ko04212,ko04068,ko05206	NA
K20438	ko00525	M00815
K20439	ko00525	NA
K05190	ko04080,ko04727,ko05033,ko05032,ko04723	NA
K20434	ko00525	M00815
K20435	ko00525	M00815
K20436	ko00525	M00815
K20437	ko00525	M00815
K20430	ko00525	M00814
K20431	ko00525	M00815
K20432	ko00525	M00815
K20433	ko00525	M00815
K00907	ko04971,ko04022,ko04810,ko04020,ko04921,ko04371,ko04510,ko04611,ko04270	NA
K00904	ko00230	NA
K00902	ko00510	NA
K00900	ko00051	NA
K00901	ko04070,ko05231,ko00564,ko04072,ko00561	NA
K00908	ko05034	NA
K00909	ko04144,ko04062,ko04744	NA
K01053	ko00030,ko00930,ko00053	M00129
K01052	ko00100,ko04142	NA
K01051	ko00040	M00081
K04570	ko05222,ko05220,ko04630,ko04140,ko04151,ko05212,ko04621,ko04014,ko05166,ko05145,ko04064,ko04210,ko04137,ko05200,ko04215,ko05202,ko05014	NA
K01057	ko00030	M00008,M00004,M00006
K04576	ko04080,ko04380	NA
K01055	ko00362	M00568
K01054	ko04923,ko04723,ko00561	M00098
K01059	ko05010,ko03320,ko00561	NA
K01058	ko00590,ko00564,ko00565,ko00591,ko00592	NA
K02500	ko00340	M00026
K02501	ko00340	M00026
K02502	ko00340	M00026
K15125	ko05133	NA
K05225	ko04371	NA
K05228	ko04920,ko04916	NA
K02509	ko00350	NA
K13414	ko04016,ko04626	NA
K13415	ko04075	NA
K13416	ko04016,ko04075,ko04626	NA
K13417	ko04626	NA
K13411	ko04013,ko04624	NA
K13412	ko05145,ko04626	NA
K13413	ko04016,ko04075,ko04626	NA
K11423	ko00310	NA
K13123	NA	M00355
K11422	ko00310	NA
K11897	NA	M00334
K06512	ko04380	NA
K03109	ko03060	NA
K03108	ko03060	NA
K03107	ko03060	NA
K03106	ko03070,ko03060,ko02024	M00335
K03105	ko03060	NA
K03104	ko03060	NA
K03103	ko00010,ko00562	NA
K03102	ko04320	NA
K03101	ko03060	NA
K03100	ko02024,ko03060	NA
K06557	ko04610	NA
K06551	ko04380	NA
K06550	ko04514,ko04360	NA
K06558	ko04145	NA
K12541	ko02010	M00330
K17712	ko04726,ko00980,ko00982	NA
K12543	NA	M00330
K17246	ko02010	M00601
K17717	ko00564,ko00565	NA
K17716	ko00520,ko00052	M00362
K17243	ko02010	M00600
K17242	ko02010	M00600
K06081	ko04514,ko05168,ko04520	NA
K06080	ko02020	NA
K17719	ko00980,ko00982,ko00830,ko00591,ko00590,ko05204,ko04726	NA
K17718	ko00982,ko00830,ko00591,ko00590,ko05204,ko04726	NA
K06085	ko04520	NA
K06084	ko04520	NA
K06087	ko04530,ko04670,ko04514,ko05160	NA
K06086	ko04910,ko03320,ko04520	NA
K16040	ko00945	NA
K16041	ko05130	M00542
K16042	ko05130	M00542
K16043	ko00562	NA
K16044	ko00562	NA
K16045	ko00984	NA
K16046	ko00984	NA
K16047	ko00984	NA
K16048	ko00984	NA
K16049	ko00984	NA
K11012	ko05131	NA
K11011	ko05131	NA
K06881	ko00920	NA
K09851	ko04391,ko04392	NA
K09850	ko05223,ko04014,ko05219,ko05206,ko05200,ko04390,ko04392	NA
K09854	ko04390,ko04392	NA
K10943	ko02020,ko05111	M00515
K10942	ko02020,ko05111	M00515
K10941	ko02025,ko02020,ko05111	NA
K10940	ko05111	NA
K10946	ko00680,ko00910	M00528,M00804,M00174
K10945	ko00680,ko00910	M00528,M00804,M00174
K10944	ko00680,ko00910	M00528,M00804,M00174
K13284	ko05100,ko05132,ko05131	NA
K00489	ko00140,ko03320,ko00120,ko04976	M00104
K00488	ko03320,ko00120	M00104
K00483	ko00350	NA
K00481	ko00362	NA
K00480	ko00624,ko00626,ko00621	NA
K00487	ko00360,ko00130,ko00940,ko00945,ko00941	M00137,M00350,M00039
K00486	ko00380	M00038
K00485	ko00982	NA
K00484	ko00350,ko00740	NA
K20195	ko04138	NA
K20199	ko00623	NA
K10929	ko05110,ko05111	NA
K07684	ko02020	M00471
K07685	ko02020	M00472
K07686	ko02020	M00473
K07687	ko02026,ko02020	M00474
K07936	ko03013,ko03008,ko05166,ko05169	NA
K07681	ko02020	M00480
K07682	ko02020	M00482
K07683	ko02020	M00483
K07938	ko04144	NA
K07688	ko02020	NA
K07689	ko02025,ko02026,ko02020,ko05111	M00475
K10928	ko05110,ko05111	NA
K20999	ko02025	NA
K20998	ko02025	NA
K04019	ko00564	NA
K18532	ko03008,ko00230	M00049
K18533	ko00240,ko00230	M00052,M00049,M00053
K20990	ko00627	NA
K04010	ko05150,ko04080,ko04610	NA
K20996	ko04320,ko04919,ko04330,ko05206,ko05224	M00682
K18534	ko00130	M00112
K20994	ko04919,ko04658,ko05224,ko04320,ko05206,ko04330	M00682
K18555	NA	M00729
K10059	ko05152	NA
K10051	ko05202	NA
K10053	ko05200,ko05202,ko05221	NA
K10055	ko05200,ko05202,ko05221	NA
K10054	ko05221,ko04144,ko05164,ko04120,ko05200,ko05168,ko05202	NA
K10056	ko05412,ko05200,ko05202,ko05221	NA
K15669	ko00540	NA
K08768	ko04923,ko03320,ko04371	NA
K18149	ko00550	NA
K08769	ko03320,ko04371,ko05016	NA
K04529	ko05010	NA
K13623	ko00564	NA
K13622	ko00564	NA
K13621	ko00564	NA
K18140	NA	M00696
K13627	ko04966	NA
K18146	NA	M00649
K13625	ko04978,ko04216	NA
K13624	ko04216,ko00860	NA
K15488	ko05134	NA
K15485	ko04137,ko05134	NA
K15484	ko05134	NA
K15487	ko05134	NA
K15486	ko05134	NA
K15481	ko05134	NA
K15480	ko05134	NA
K15483	ko05134	NA
K15482	ko05134	NA
K05769	ko04810	NA
K05768	ko04666,ko04810,ko05203	NA
K05765	ko04666,ko04360,ko05133,ko04810	NA
K20089	ko02024,ko00404	M00808
K05767	ko04810	NA
K05757	ko05100,ko04144,ko04666,ko05132,ko05130,ko05131,ko04810	NA
K05760	ko05100,ko04670,ko04370,ko04810,ko04062,ko04510,ko05205,ko05203	NA
K05763	ko04530,ko04670,ko05162,ko04810,ko05205	NA
K02310	ko04210	NA
K13732	ko05100	NA
K01125	ko04142	NA
K08766	ko00071,ko03320	NA
K08767	ko03320	NA
K01428	ko00220,ko00791,ko00230,ko05120	NA
K01429	ko00220,ko00791,ko00230	NA
K07680	ko02024,ko02020	M00476
K01426	ko00360,ko00627,ko00643,ko00380,ko00330	NA
K01427	ko00220,ko00791,ko00230	NA
K01424	ko00250,ko00460	NA
K01425	ko00471,ko00220,ko04964,ko00250,ko04724,ko05230,ko05206,ko04727	NA
K03221	ko03070	M00332,M00542
K20081	ko00404	M00805
K06252	ko05206,ko04512,ko04151,ko04510	NA
K20080	ko00404	M00805
K08069	ko00770	NA
K08068	ko00520	NA
K14283	ko03013	NA
K14284	ko03013,ko03008,ko05168,ko03015,ko05164	NA
K14285	ko03013,ko03008,ko03015,ko05164	M00430
K14286	ko00564	NA
K19819	ko00760	M00810
K14536	ko03008	NA
K14537	ko03008	NA
K14534	ko00720,ko00650	M00375,M00374
K14535	ko03022	NA
K14532	ko03008	NA
K14533	ko03013	NA
K14530	ko03013,ko03008	NA
K14531	ko03008	NA
K13088	ko04152,ko04657	NA
K13085	ko05100,ko05132,ko05131	NA
K13084	ko04070	NA
K13083	ko00941,ko00944	NA
K13082	ko00941	M00138
K13081	ko00941	NA
K13080	ko00941,ko00944	NA
K07536	ko00362	M00540
K07825	ko05034,ko05032,ko04742,ko04151,ko04062,ko04014,ko04728,ko04371,ko04724,ko04725,ko04726,ko04727,ko05200,ko04713,ko04723	NA
K07826	ko05034,ko05032,ko04151,ko04062,ko04014,ko04728,ko04371,ko04724,ko04725,ko04726,ko04727,ko05200,ko04713,ko04723	NA
K07827	ko04915,ko05210,ko05216,ko04960,ko04062,ko05034,ko04068,ko04650,ko04320,ko05200,ko04140,ko04720,ko05166,ko04360,ko05219,ko05218,ko04540,ko05230,ko05203,ko05214,ko05213,ko05212,ko05211,ko04730,ko04919,ko04910,ko04933,ko04912,ko04662,ko04917,ko04916,ko04810,ko04914,ko04014,ko04071,ko04072,ko04015,ko04012,ko04013,ko04010,ko04211,ko04137,ko05206,ko05224,ko04213,ko05223,ko05220,ko05221,ko05215,ko04664,ko05205,ko04660,ko04151,ko04150,ko05231,ko04921,ko05161,ko05160,ko04371,ko04370,ko04210,ko04725,ko04726,ko04550,ko04214,ko04722,ko04138	NA
K07532	ko05152,ko04810,ko04360,ko05205,ko05200,ko04611,ko04270	NA
K12972	ko00630,ko00620,ko00260	NA
K12973	ko05133	M00724
K12975	ko00540	M00723
K14758	ko03008	NA
K14759	ko00130	NA
K12799	ko05134,ko05132,ko05133,ko05164,ko04621,ko04623	NA
K14753	ko05162	NA
K14750	ko00642	NA
K14751	ko00642	NA
K14756	ko00040,ko04211,ko04961	M00014,M00129
K14757	ko04961	NA
K14754	ko05164,ko05162	NA
K14755	ko00340,ko00410,ko00330	NA
K18859	ko00720,ko00020,ko00650,ko00190	M00009,M00011
K18858	ko00592	NA
K18851	ko00561	M00089
K18853	ko00790	NA
K18852	ko00360	NA
K18854	ko00310	NA
K18857	ko00592,ko00010,ko00071,ko00350	NA
K18856	ko02020	M00652
K20603	ko04016	NA
K20602	ko04016	NA
K20600	ko04016	NA
K20607	ko04016,ko05418	NA
K20606	ko04016	NA
K20605	ko04016	NA
K20604	ko04016	NA
K03352	ko04657,ko04914,ko04113,ko04111,ko04110,ko04114,ko04120,ko05166	M00389
K03353	ko04914,ko04113,ko04111,ko04110,ko04114,ko04120,ko05166	M00389
K03350	ko04914,ko04113,ko04111,ko04110,ko04114,ko04120,ko05166	M00389
K03351	ko04914,ko04113,ko04111,ko04110,ko04114,ko04120,ko05166	M00389
K03356	ko04914,ko04113,ko04111,ko04110,ko04114,ko04120,ko05166	M00389
K03357	ko04914,ko04113,ko04111,ko04110,ko04114,ko04120,ko05166	M00389
K03354	ko04914,ko04113,ko04111,ko04110,ko04114,ko04120,ko05166	M00389
K03355	ko04914,ko04113,ko04111,ko04110,ko04114,ko04120,ko05166	M00389
K03358	ko04914,ko04113,ko04111,ko04110,ko04114,ko04120,ko05166	M00389
K03359	ko04914,ko04113,ko04111,ko04110,ko04114,ko04120,ko05166	M00389
K12229	ko04662	NA
K14953	ko05152	NA
K05534	ko00513	M00074
K08055	ko04612	NA
K05536	ko00513	NA
K08057	ko04145,ko05166,ko04141,ko04612,ko05142	NA
K08050	ko04261,ko04720	NA
K19547	NA	M00787
K11957	ko02010	M00322
K11956	ko02010	M00322
K11955	ko02010	M00322
K11954	ko02010	M00322
K11953	ko02010	M00321
K11952	ko02010	M00321
K11951	ko02010	M00321
K11950	ko02010	M00321
K08053	ko04014,ko04010,ko05203	NA
K11959	ko02010	M00323
K11958	ko02010	M00322
K13885	ko04975,ko04977,ko04976,ko04913,ko04145,ko05160,ko04925	NA
K13884	ko04145	NA
K13883	ko04145,ko05132	NA
K13882	ko04145,ko05152	NA
K03913	ko04610	NA
K13889	ko02010	M00348
K08424	ko04911,ko04024	NA
K12754	ko04670,ko04810,ko04510	NA
K12755	ko04670,ko04024,ko04022,ko04810,ko04530,ko04921,ko04510,ko04270	NA
K12756	ko04670,ko04810,ko04510	NA
K12757	ko04530,ko04670,ko04611,ko04810,ko04510	NA
K12750	ko04261,ko04260,ko04371	NA
K12751	ko04530,ko04921,ko04270	NA
K12753	ko04670,ko04810,ko04510	NA
K08058	ko04612	NA
K12758	ko04670,ko04810,ko04510	NA
K12154	ko00966	NA
K11328	ko02020	M00464
K12155	ko00966	NA
K07213	ko04978	NA
K07211	ko04657,ko05164,ko05161,ko05160,ko05162,ko04621,ko04620,ko04623,ko04622,ko05168	NA
K07210	ko05340,ko05120,ko05142,ko05145,ko04062,ko04064,ko04380,ko05418,ko04657,ko04658,ko04659,ko05215,ko05212,ko05131,ko04210,ko04014,ko04010,ko05222,ko04668,ko05220,ko05221,ko05169,ko04660,ko04151,ko04662,ko04920,ko05166,ko05161,ko05160,ko04621,ko04620,ko04623,ko04622,ko05200,ko05168,ko05203	M00686
K12401	ko04142	NA
K11481	ko04114	NA
K16451	ko04066	NA
K11487	ko04550	NA
K11489	ko04550	NA
K11488	ko04550	NA
K10234	ko02010	M00201
K08689	ko00621	M00543
K15345	ko05132	NA
K11754	ko00790	M00126
K00150	ko00010,ko00710	M00001,M00003,M00002,M00166,M00165
K06356	ko02024	NA
K15839	ko05030	NA
K14297	ko03013,ko05164	M00427
K00400	ko00680	NA
K14296	ko03013	M00427
K05099	ko05202,ko05120,ko04144,ko05100,ko05205,ko04015,ko05211,ko04014,ko04060,ko04360,ko04151,ko04510,ko05230,ko05206,ko05144,ko05200,ko05218,ko04520	NA
K14527	ko03013,ko03008	NA
K14526	ko03013,ko03008	NA
K00157	ko00750,ko00760,ko04630,ko00982,ko00830,ko00280,ko00350,ko00380	NA
K08669	ko04210,ko05012,ko04214,ko04215	NA
K14521	ko03008	NA
K08665	ko05203	NA
K00156	ko00620	NA
K08660	ko00340,ko00410,ko00330	NA
K10532	ko00531,ko04142	M00078
K10533	ko00903	NA
K10536	ko00330	NA
K14291	ko03013	NA
K10534	ko00910	M00531
K10535	ko00910	M00528,M00804
K10538	ko02010	M00213
K14290	ko03008,ko05164,ko05166,ko04013,ko03013,ko05169	NA
K11225	ko04658,ko04659,ko05321,ko05161,ko04630	M00684
K11224	ko05220,ko04630,ko05221,ko04658,ko04659,ko05162,ko04917,ko04062,ko05166,ko04012,ko04933,ko05223,ko05161,ko05200,ko05203	M00684
K11227	ko04139,ko04011	NA
K11226	ko04011	NA
K11221	ko04630,ko05164,ko04062,ko05161,ko05160,ko05162,ko04621,ko04380,ko05168	M00684
K11220	ko04919,ko04630,ko05164,ko04658,ko04659,ko05321,ko05140,ko04917,ko05145,ko05168,ko04062,ko05161,ko05152,ko04933,ko05162,ko04621,ko04620,ko04380,ko05200,ko05212,ko05160	M00684
K11223	ko05220,ko04630,ko05221,ko04658,ko04659,ko05162,ko04917,ko05166,ko04012,ko04933,ko05223,ko05161,ko05200,ko05203	M00684
K11222	ko04658,ko05321,ko05161,ko04630	M00684
K21169	NA	M00825
K21168	NA	M00825
K11229	ko04139,ko04011	NA
K11228	ko04011	NA
K19030	ko04152,ko00051	NA
K00073	ko00230	NA
K00070	ko00140,ko04913,ko04925	M00110,M00107
K00071	ko00140,ko04960	M00109
K00076	ko00121	NA
K00077	ko00770	M00119
K00074	ko00360,ko00362,ko00650	NA
K00075	ko00520,ko00550	NA
K00078	ko00040,ko00980	NA
K00079	ko05204,ko00590,ko00980	NA
K05242	ko04072,ko04962	NA
K02563	ko04112,ko00550	NA
K02292	ko00906	NA
K12794	ko04621,ko05152	NA
K02561	ko04214,ko04215	NA
K09048	ko04962,ko05034,ko04024,ko04022,ko04261,ko04931,ko05161,ko05215,ko04918,ko05031,ko05016,ko04911,ko04916,ko04915,ko04211,ko05030,ko04668,ko04152,ko04151,ko04922,ko04728,ko04925,ko04725,ko05203	NA
K09049	ko04918,ko04668,ko05031,ko05030,ko04911,ko04022,ko04915,ko04141,ko04261,ko05034,ko04728,ko04151,ko04925,ko04211,ko05161,ko05203	NA
K09047	ko04962,ko05034,ko04024,ko04022,ko04261,ko04931,ko05161,ko05215,ko04918,ko05031,ko05016,ko04911,ko04915,ko04211,ko05030,ko04668,ko04152,ko04151,ko04922,ko04728,ko04925,ko04725,ko05203	NA
K02295	ko04710	NA
K02296	ko04711,ko04710,ko04728,ko05168	NA
K08270	ko05206,ko04140,ko04151,ko04150	NA
K08271	ko04152,ko04150	NA
K08272	ko04152,ko04150	NA
K08273	ko04370	NA
K04452	ko04210,ko05202,ko04141,ko04010,ko04932	NA
K00299	ko00740,ko00920	NA
K00296	ko00330	NA
K00297	ko00720,ko00670	M00377
K00294	ko00250,ko00330	NA
K00295	ko00670	NA
K00293	ko00310,ko00300	M00030,M00032
K00290	ko00310,ko00300	M00030,M00032
K20386	ko02010,ko02024	NA
K20384	ko02024	NA
K20385	ko02024	NA
K20382	ko02024	NA
K20383	ko02024	NA
K20380	ko02024	NA
K20381	ko02024	NA
K20388	ko02024	NA
K20389	ko02024	NA
K12089	ko05120	M00564
K02423	ko02040	NA
K01210	ko00500	NA
K01213	ko00040	M00081
K01212	ko00500	NA
K01214	ko00500	M00565
K01217	ko00531,ko04142	M00078,M00076
K01218	ko02024,ko00051	NA
K02749	ko00500,ko02060	M00268
K02746	ko02060,ko00052	M00277
K02747	ko02060,ko00052	M00277
K02744	ko02060,ko00052	M00277,M00287
K02745	ko02060,ko00052	M00277
K02740	ko03050	M00337
K02741	ko03050	M00337
K00920	ko04070,ko00562,ko04810	NA
K00921	ko04070,ko04145,ko00562,ko04810	NA
K00922	ko00562,ko05100,ko05142,ko04211,ko04973,ko04960,ko04660,ko04062,ko04066,ko05162,ko05160,ko04931,ko04380,ko04068,ko04650,ko05146,ko05418,ko04630,ko05164,ko04670,ko04024,ko04140,ko04750,ko04930,ko05212,ko04360,ko05220,ko04933,ko05218,ko05231,ko05230,ko05215,ko05214,ko05213,ko04611,ko05211,ko05210,ko04919,ko04910,ko04014,ko04510,ko04917,ko05169,ko04810,ko04914,ko04070,ko04071,ko04072,ko04015,ko04012,ko04915,ko04725,ko05223,ko05224,ko04213,ko05222,ko04668,ko04662,ko05221,ko04664,ko05205,ko04666,ko04152,ko04151,ko04150,ko04923,ko05166,ko05161,ko04932,ko04370,ko04210,ko04620,ko04212,ko04550,ko05200,ko04722,ko05203	M00676
K00923	ko04070,ko00562	NA
K00925	ko00720,ko00680,ko00430,ko00620,ko00640	M00357,M00579
K00926	ko00220,ko00230,ko00910	NA
K00927	ko00010,ko00710	M00001,M00003,M00002,M00166,M00165,M00308,M00552
K00928	ko00270,ko00261,ko00260,ko00300	M00016,M00017,M00018,M00033,M00526,M00527,M00525
K00929	ko00650	NA
K18284	ko00130,ko00270	M00034,M00609
K18285	ko00130	NA
K18286	ko00130	NA
K18461	ko04144,ko04212	NA
K18280	ko00404	M00786
K18281	ko00404	M00786
K18282	ko00460	NA
K18283	ko04740,ko05032,ko04022,ko00230,ko04925	M00694
K02421	ko02040	NA
K18288	ko00660	NA
K18289	ko00660	NA
K15346	ko05132	NA
K15347	ko05132	NA
K15344	ko05132	NA
K08398	ko04080	NA
K15343	ko05132	NA
K04596	ko04115	NA
K04590	ko04080,ko04024	NA
K15348	ko05132	NA
K15349	ko05132	NA
K02298	ko00190	M00417
K02299	ko00190	M00417
K02568	ko00910	M00530,M00529
K02290	ko00196	NA
K02291	ko00906	M00097
K02560	ko00540	M00060
K02293	ko00906	M00097
K02294	ko00906	NA
K02567	ko00910	M00530,M00529
K02564	ko00520	NA
K02297	ko00190	M00417
K05193	ko04080	NA
K10745	ko03030	NA
K04624	ko04742	NA
K08390	ko04072,ko04015,ko05200,ko04151	NA
K00893	ko00240,ko00230	NA
K13162	ko04216	NA
K18489	ko04550	NA
K10747	ko03430,ko03030,ko03420,ko03410	NA
K17084	ko04611	NA
K19873	ko00515	NA
K08873	ko03015	NA
K15770	ko02010	M00491
K08874	ko05166	NA
K08878	ko05200,ko05220	NA
K03161	ko04060,ko05340,ko05416,ko04672,ko05322,ko05320,ko04660,ko05145,ko05144,ko05330,ko05310,ko04514,ko04064	NA
K03160	ko04060,ko05340,ko05416,ko04672,ko05322,ko05320,ko05145,ko05144,ko05330,ko05310,ko04514,ko04064,ko04620,ko05169,ko05202,ko05166	NA
K03165	ko03440,ko03460	M00414
K06531	ko04514,ko05168,ko04520	NA
K06533	ko04670,ko04514,ko05418	NA
K06532	ko05202	NA
K09283	ko05206,ko05202	NA
K06536	ko05162	NA
K06539	ko04514	NA
K06538	ko05323,ko04514,ko05320,ko04660	NA
K12569	ko05414,ko05410,ko05412	NA
K20910	ko04621	NA
K12563	ko05414,ko05416,ko05410,ko05412	NA
K14500	ko04075	NA
K12561	ko05206,ko04666	NA
K12560	ko05150,ko04145,ko05152,ko04666,ko04662,ko05162,ko04380	NA
K12567	ko05414,ko05410	NA
K12566	ko05414,ko05416,ko05410,ko05412	NA
K12565	ko05414,ko05416,ko05410,ko05412	NA
K17260	ko04530,ko04138	NA
K11038	ko05150	NA
K11039	ko02024	NA
K20915	ko04621	NA
K11030	ko04621	NA
K11031	ko02024	NA
K11033	ko02024	NA
K11034	ko02024	NA
K11035	ko02024	NA
K11036	ko02024	NA
K11037	ko02024	NA
K20016	ko04214,ko04013,ko04215	NA
K20017	ko04214,ko04215	NA
K20014	ko04214,ko04215	NA
K20015	ko04214	NA
K20012	ko04350,ko04390	NA
K20013	ko04350,ko04360,ko04390	NA
K20010	ko04214	NA
K20018	ko04214,ko04215	NA
K20019	ko04214	NA
K02546	NA	M00625
K20179	ko04138	NA
K20178	ko04138	NA
K20177	ko04138	NA
K20171	ko00760	M00811
K20170	ko00760	M00811
K20172	ko00760	M00811
K07668	ko02020	M00459
K07669	ko02020	M00460
K07666	ko02024,ko02020	M00453
K07667	ko02024,ko02020	M00454
K07664	ko02020	M00450,M00648,M00646,M00645
K07665	ko02020	M00452,M00745
K07662	ko02020	M00728,M00447,M00727
K07663	ko02020	M00449
K07660	ko02020	M00709,M00721,M00723,M00724,M00444,M00744
K07661	ko02020	M00446
K18514	NA	M00723
K18513	NA	M00746
K02540	ko04113,ko04111,ko04110,ko03030	M00285
K07008	ko00340	NA
K02446	ko00030,ko00010,ko00680,ko00710,ko00051	M00003,M00167,M00165
K02541	ko04113,ko04111,ko04110,ko03030	M00285
K03921	ko00061	NA
K10074	ko04145,ko05152	NA
K04292	ko04071,ko04080	NA
K04293	ko04071,ko04068,ko04080	NA
K04290	ko04071,ko04080	NA
K04291	ko04080,ko04072,ko04015,ko05200,ko04151	NA
K04296	ko04080	NA
K04297	ko04080,ko04020	NA
K04294	ko04080,ko04072,ko04015,ko05200,ko04151	NA
K04295	ko04071,ko04080	NA
K02542	ko04113,ko04111,ko04110,ko03030	M00285
K04298	ko04611	NA
K04299	ko04080	NA
K15133	ko04919	NA
K09288	ko05216,ko05200	NA
K01285	ko04614,ko04974	NA
K16300	NA	M00571
K05677	ko02010,ko04146	NA
K05676	ko02010,ko04146	NA
K05675	ko02010,ko04146	NA
K05674	ko02010	NA
K05673	ko02010,ko04024,ko04976	NA
K17950	ko00270	NA
K17865	ko00630,ko00650	M00373
K11175	ko00670,ko00230	M00048
K05745	ko04810	NA
K05446	ko04060	NA
K05743	ko04666,ko04360,ko04810	NA
K05671	ko02010	NA
K17863	ko00591	NA
K17862	ko00591	NA
K09183	ko04530,ko04919,ko04022	NA
K05670	ko02010	NA
K05749	ko03013,ko04810	NA
K09186	ko00310,ko05202	NA
K08598	ko04621,ko05132,ko04626	NA
K21232	ko04122	NA
K08591	ko00564,ko00561	M00089
K08590	ko00250	NA
K04436	ko04010	NA
K04437	ko05205,ko05132,ko04010,ko04510	NA
K04434	ko04010	NA
K04435	ko04010	NA
K04432	ko04668,ko04664,ko04750,ko05145,ko05164,ko04015,ko04013,ko04010,ko04912,ko04620,ko05169,ko04624,ko05014	M00689
